Season,SeasonType,PlayerId,PlayerName,SumOfSumOfImpact,ImpactRank,Goals,GoalsRank,Assists,AssistsRank,Points,PointsRank,PlusMinus,PlusMinusRank,Shots,ShotsRank,Hits,HitsRank,BlockedShots,BlockedShotsRank,Giveaways,GiveawaysRank,Takeaways,TakeawaysRank,PowerPlayTimeOnIce,PPTOIRank,ShortHandedTimeOnIce,SHTOIRank,PenaltyMinutes,PIMRank,TimeOnIce,TOIRank
2014-2015,"Regular Season",8470655,"David Backes",6.127432635,73,8,100,7,249,15,196,-6,652,77,98,91,28,34,136,9,367,19,97,4652,152,3677,142,36,49,36408,153
2014-2015,"Regular Season",8470151,"Jay Bouwmeester",-1.691058673,806,1,470,3,481,4,505,-5,646,38,355,17,510,41,111,7,434,8,369,2324,298,5337,40,12,312,36349,154
2014-2015,"Regular Season",8474571,"Mikkel Boedker",5.620483052,86,9,79,11,146,20,118,-4,587,69,134,52,142,7,556,12,291,16,134,6212,69,164,526,6,524,36190,155
2014-2015,"Regular Season",8474062,"Riley Nash",6.127593795,72,4,270,12,133,16,170,-3,547,43,300,42,223,23,218,15,192,18,108,5080,138,3586,160,8,437,36164,156
2014-2015,"Regular Season",8476177,"Matt Read",2.753117863,234,3,355,10,180,13,227,-6,654,60,193,34,306,21,241,13,242,15,155,3685,220,4502,81,10,371,36125,157
2014-2015,"Regular Season",8475218,"Mattias Ekholm",-0.050907756,640,1,519,8,241,9,315,9,62,30,424,26,407,43,95,14,209,14,182,843,391,2023,286,22,155,35988,158
2014-2015,"Regular Season",8474739,"Tommy Wingels",8.397943436,27,9,82,14,84,23,74,0,309,88,61,136,2,26,190,23,63,18,101,3230,251,2865,222,24,128,35967,159
2014-2015,"Regular Season",8470104,"Tom Gilbert",1.842035359,300,1,468,4,422,5,459,6,108,26,474,13,560,71,18,23,59,6,419,1972,322,3579,162,18,196,35903,160
2014-2015,"Regular Season",8468208,"Joel Ward",4.576353669,124,10,50,7,245,17,163,2,227,60,191,14,541,19,275,8,412,14,192,3193,254,4092,100,6,491,35887,161
2014-2015,"Regular Season",8471426,"Troy Brouwer",4.147982106,138,10,59,7,246,17,164,4,152,69,128,85,36,17,294,17,156,22,57,5957,84,4167,96,15,250,35871,162
2014-2015,"Regular Season",8462042,"Jarome Iginla",3.66343483,167,8,92,15,66,23,71,0,308,63,170,57,114,14,351,12,276,13,215,5170,131,459,449,24,132,35839,163
2014-2015,"Regular Season",8474102,"David Perron",-0.89727727,769,5,227,12,131,17,153,-16,761,70,127,68,75,12,412,19,113,12,232,5348,118,45,597,18,207,35830,164
2014-2015,"Regular Season",8474091,"Brandon Sutter",6.850621575,53,7,139,7,253,14,215,1,268,69,131,38,261,23,219,15,193,23,46,3678,221,5512,35,4,549,35764,165
2014-2015,"Regular Season",8469506,"Jason Pominville",5.775504058,82,7,125,17,41,24,59,3,185,114,12,11,581,11,447,10,347,12,242,7052,27,119,547,4,592,35685,166
2014-2015,"Regular Season",8474870,"Tyler Johnson",2.138068408,281,13,30,24,7,37,8,23,2,91,53,22,450,18,288,9,376,12,245,4076,187,3894,120,10,378,35597,167
2014-2015,"Regular Season",8475172,"Nazem Kadri",4.031068896,146,10,66,12,124,22,88,6,89,80,88,53,135,12,414,15,197,25,27,5101,137,209,512,14,290,35397,168
2014-2015,"Regular Season",8471707,"James Neal",1.108700485,402,11,44,10,169,21,106,14,18,109,19,36,280,9,494,18,131,15,148,5950,85,19,634,37,45,35375,169
2014-2015,"Regular Season",8471262,"Carl Soderberg",2.126815671,282,6,175,17,42,23,67,7,78,72,116,32,323,17,303,11,312,10,300,4022,190,112,551,10,414,35283,170
2014-2015,"Regular Season",8473473,"Milan Lucic",0.261184344,542,6,179,11,157,17,157,3,189,54,228,105,9,12,410,20,101,11,261,3503,233,73,571,62,9,35276,171
2014-2015,"Regular Season",8471887,"Patric Hornqvist",2.758768335,233,13,25,16,45,29,27,13,20,117,8,39,251,14,357,5,518,20,89,6732,39,181,521,20,185,35229,172
2014-2015,"Regular Season",8466378,"Martin St. Louis",1.129590941,397,11,39,13,102,24,62,-1,405,65,157,6,662,14,377,22,71,22,52,6128,74,332,482,10,409,35159,173
2014-2015,"Regular Season",8474190,"Wayne Simmonds",-0.144225778,670,15,13,9,186,24,65,1,262,87,63,75,59,17,295,13,246,16,129,6692,45,28,620,25,121,35115,174
2014-2015,"Regular Season",8470724,"Kyle Quincey",1.445901011,352,1,479,5,375,6,417,3,204,38,349,50,164,34,139,13,238,4,504,259,491,3601,158,35,54,35058,175
2014-2015,"Regular Season",8471976,"David Desharnais",3.177905268,192,5,222,15,77,20,111,6,91,41,316,9,624,21,247,10,334,10,303,4507,161,124,544,10,413,34987,176
